date,movement percent,stock_symbol,market_binary
2015-08-12,0.012842,NGG,1.0
2015-08-06,0.005838,NGG,1.0
2015-07-31,0.010466,NGG,1.0
2015-07-29,0.009515,NGG,1.0
2015-07-23,-0.006562,NGG,0.0
2015-07-22,-0.009822,NGG,0.0
2015-07-21,-0.012975,NGG,0.0
2015-07-17,-0.008432,NGG,0.0
2015-07-16,0.007902,NGG,1.0
2015-07-15,0.007359,NGG,1.0
2015-07-14,0.008177,NGG,1.0
2015-07-13,-0.005871,NGG,0.0
2015-07-10,0.025787,NGG,1.0
2015-07-08,-0.00524,NGG,0.0
2015-07-06,-0.01041,NGG,0.0
2015-07-02,0.017921,NGG,1.0
2015-07-01,-0.006195,NGG,0.0
2015-06-30,-0.011936,NGG,0.0
2015-06-29,-0.023607,NGG,0.0
2015-06-26,-0.009178,NGG,0.0
2015-06-23,-0.007369,NGG,0.0
2015-06-19,-0.008342,NGG,0.0
2015-06-18,0.010052,NGG,1.0
2015-06-16,0.009903,NGG,1.0
2015-06-12,-0.006732,NGG,0.0
2015-06-11,0.008296,NGG,1.0
2015-06-10,0.015625,NGG,1.0
2015-06-09,-0.009107,NGG,0.0
2015-06-05,-0.017649,NGG,0.0
2015-06-04,-0.01662,NGG,0.0
2015-06-03,-0.011817,NGG,0.0
2015-06-01,-0.005162,NGG,0.0
2015-05-27,0.015083,NGG,1.0
2015-05-26,-0.013752,NGG,0.0
2015-05-21,0.016283,NGG,1.0
2015-05-18,-0.00511,NGG,0.0
2015-05-15,0.008445,NGG,1.0
2015-05-14,0.008809,NGG,1.0
2015-05-13,-0.007026,NGG,0.0
2015-05-12,-0.005419,NGG,0.0
2015-05-11,0.005593,NGG,1.0
2015-05-08,0.052052,NGG,1.0
2015-05-05,-0.022961,NGG,0.0
2015-04-30,-0.008528,NGG,0.0
2015-04-29,-0.012057,NGG,0.0
2015-04-28,0.007169,NGG,1.0
2015-04-24,0.01934,NGG,1.0
2015-04-23,0.005685,NGG,1.0
2015-04-17,-0.010113,NGG,0.0
2015-04-16,0.010672,NGG,1.0
2015-04-14,0.014106,NGG,1.0
2015-04-13,-0.007228,NGG,0.0
2015-04-06,0.007336,NGG,1.0
2015-04-01,0.014239,NGG,1.0
2015-03-31,-0.01689,NGG,0.0
2015-03-26,-0.013104,NGG,0.0
2015-03-20,0.019539,NGG,1.0
2015-03-19,-0.011021,NGG,0.0
2015-03-18,0.031776,NGG,1.0
2015-03-17,0.014378,NGG,1.0
2015-03-13,-0.014054,NGG,0.0
2015-03-11,-0.008704,NGG,0.0
2015-03-10,-0.0207,NGG,0.0
2015-03-09,0.007514,NGG,1.0
2015-03-06,-0.029902,NGG,0.0
2015-03-05,0.008703,NGG,1.0
2015-03-04,-0.022157,NGG,0.0
2015-03-02,-0.007585,NGG,0.0
2015-02-26,-0.02199,NGG,0.0
2015-02-24,0.009064,NGG,1.0
2015-02-20,0.011641,NGG,1.0
2015-02-19,0.011183,NGG,1.0
2015-02-17,-0.013996,NGG,0.0
2015-02-13,-0.006662,NGG,0.0
2015-02-12,0.007735,NGG,1.0
2015-02-10,0.01077,NGG,1.0
2015-02-09,-0.016969,NGG,0.0
2015-02-06,-0.021431,NGG,0.0
2015-02-04,-0.011558,NGG,0.0
2015-02-03,0.00724,NGG,1.0
2015-01-30,-0.022241,NGG,0.0
2015-01-27,0.012428,NGG,1.0
2015-01-20,0.007999,NGG,1.0
2015-01-16,0.009371,NGG,1.0
2015-01-14,-0.012822,NGG,0.0
2015-01-09,-0.005684,NGG,0.0
2015-01-08,0.006004,NGG,1.0
2015-01-07,0.028525,NGG,1.0
2015-01-06,-0.019322,NGG,0.0
2015-01-05,-0.008436,NGG,0.0
2015-01-02,-0.01019,NGG,0.0
2014-12-30,-0.012526,NGG,0.0
2014-12-29,-0.007734,NGG,0.0
2014-12-24,0.015614,NGG,1.0
2014-12-23,-0.009613,NGG,0.0
2014-12-18,0.029044,NGG,1.0
2014-12-17,0.018302,NGG,1.0
2014-12-16,0.012152,NGG,1.0
2014-12-15,-0.020894,NGG,0.0
2014-12-12,-0.023796,NGG,0.0
2014-12-11,-0.005214,NGG,0.0
2014-12-10,-0.008522,NGG,0.0
2014-12-09,-0.012008,NGG,0.0
2014-12-05,-0.005758,NGG,0.0
2014-12-01,0.008678,NGG,1.0
2014-11-28,-0.024325,NGG,0.0
2014-11-24,0.00722,NGG,1.0
2014-11-20,-0.010897,NGG,0.0
2014-11-19,0.008986,NGG,1.0
2014-11-18,0.01272,NGG,1.0
2014-11-14,-0.00594,NGG,0.0
2014-11-12,-0.009863,NGG,0.0
2014-11-11,0.014467,NGG,1.0
2014-11-10,0.007081,NGG,1.0
2014-11-07,0.008653,NGG,1.0
2014-11-06,-0.021897,NGG,0.0
2014-11-05,0.013203,NGG,1.0
2014-11-03,-0.009544,NGG,0.0
2014-10-31,0.011283,NGG,1.0
2014-10-30,0.013223,NGG,1.0
2014-10-29,-0.009144,NGG,0.0
2014-10-28,0.010203,NGG,1.0
2014-10-24,0.005564,NGG,1.0
2014-10-23,0.010543,NGG,1.0
2014-10-20,0.007382,NGG,1.0
2014-10-17,0.012651,NGG,1.0
2014-10-09,-0.019846,NGG,0.0
2014-10-08,0.017202,NGG,1.0
2014-10-07,-0.009156,NGG,0.0
2014-10-03,0.007948,NGG,1.0
2014-10-02,-0.013442,NGG,0.0
2014-10-01,-0.0064,NGG,0.0
2014-09-29,0.007954,NGG,1.0
2014-09-25,-0.007909,NGG,0.0
2014-09-23,-0.00989,NGG,0.0
2014-09-18,0.006223,NGG,1.0
2014-09-16,-0.005779,NGG,0.0
2014-09-12,-0.007639,NGG,0.0
2014-09-09,-0.009089,NGG,0.0
2014-09-08,-0.017855,NGG,0.0
2014-09-05,0.006842,NGG,1.0
2014-09-03,0.005913,NGG,1.0
2014-08-28,0.010834,NGG,1.0
2014-08-26,-0.005274,NGG,0.0
2014-08-25,0.006259,NGG,1.0
2014-08-21,-0.008357,NGG,0.0
2014-08-20,0.01159,NGG,1.0
2014-08-15,0.006035,NGG,1.0
2014-08-14,0.014753,NGG,1.0
2014-08-04,0.012484,NGG,1.0
2014-08-01,-0.018108,NGG,0.0
2014-07-31,-0.013874,NGG,0.0
2014-07-30,-0.02032,NGG,0.0
2014-07-29,-0.006803,NGG,0.0
2014-07-28,0.012072,NGG,1.0
2014-07-18,0.012752,NGG,1.0
2014-07-17,-0.005548,NGG,0.0
2014-07-15,0.010144,NGG,1.0
2014-07-10,0.006152,NGG,1.0
2014-07-07,-0.007697,NGG,0.0
2014-07-01,0.011159,NGG,1.0
2014-06-30,0.009912,NGG,1.0
2014-06-27,-0.006073,NGG,0.0
2014-06-24,-0.010625,NGG,0.0
2014-06-19,0.009776,NGG,1.0
2014-06-18,0.006285,NGG,1.0
2014-06-16,0.006165,NGG,1.0
2014-06-12,0.014481,NGG,1.0
2014-06-10,-0.005111,NGG,0.0
2014-06-09,-0.010929,NGG,0.0
2014-06-06,0.012028,NGG,1.0
2014-06-05,0.0064,NGG,1.0
2014-06-04,-0.019509,NGG,0.0
2014-06-03,-0.020708,NGG,0.0
2014-05-30,0.005787,NGG,1.0
2014-05-27,0.007145,NGG,1.0
2014-05-19,0.014272,NGG,1.0
2014-05-16,0.017284,NGG,1.0
2014-05-15,0.005981,NGG,1.0
2014-05-07,0.008417,NGG,1.0
2014-04-30,0.006516,NGG,1.0
2014-04-29,0.008571,NGG,1.0
2014-04-28,0.006181,NGG,1.0
2014-04-25,0.010017,NGG,1.0
2014-04-24,-0.005056,NGG,0.0
2014-04-23,-0.011988,NGG,0.0
2014-04-22,0.006464,NGG,1.0
2014-04-16,0.007352,NGG,1.0
2014-04-15,0.015815,NGG,1.0
2014-04-14,0.006633,NGG,1.0
2014-04-11,-0.008622,NGG,0.0
2014-04-08,0.013749,NGG,1.0
2014-04-03,-0.009035,NGG,0.0
2014-04-02,-0.00594,NGG,0.0
2014-03-28,0.011439,NGG,1.0
2014-03-27,0.010971,NGG,1.0
2014-03-26,-0.005016,NGG,0.0
2014-03-25,0.006982,NGG,1.0
2014-03-20,-0.012595,NGG,0.0
2014-03-13,-0.011145,NGG,0.0
2014-03-11,0.009174,NGG,1.0
2014-03-07,-0.0062,NGG,0.0
2014-03-04,0.011464,NGG,1.0
2014-03-03,-0.012751,NGG,0.0
2014-02-27,0.01104,NGG,1.0
2014-02-26,-0.00764,NGG,0.0
2014-02-24,0.008848,NGG,1.0
2014-02-21,-0.009198,NGG,0.0
2014-02-20,0.010896,NGG,1.0
2014-02-18,0.010455,NGG,1.0
2014-02-14,0.007268,NGG,1.0
2014-02-13,0.008376,NGG,1.0
2014-02-11,0.020305,NGG,1.0
2014-02-10,0.006763,NGG,1.0
2014-02-07,0.011033,NGG,1.0
2014-02-06,0.010998,NGG,1.0
2014-02-03,-0.010652,NGG,0.0
2014-01-29,-0.00848,NGG,0.0
2014-01-24,-0.015025,NGG,0.0
2014-01-22,0.014877,NGG,1.0
2014-01-21,0.011951,NGG,1.0
2014-01-17,0.005776,NGG,1.0
2014-01-14,0.011367,NGG,1.0
2014-01-13,-0.016154,NGG,0.0
2014-01-10,0.009249,NGG,1.0
2014-01-08,-0.009346,NGG,0.0
2014-01-06,-0.005872,NGG,0.0
2014-01-03,0.005751,NGG,1.0
2014-01-02,-0.015003,NGG,0.0
2015-12-31,-0.008856,SRE,0.0
2015-12-30,-0.010433,SRE,0.0
2015-12-24,-0.005386,SRE,0.0
2015-12-23,0.035615,SRE,1.0
2015-12-18,-0.01605,SRE,0.0
2015-12-16,0.037177,SRE,1.0
2015-12-15,0.009793,SRE,1.0
2015-12-14,0.006792,SRE,1.0
2015-12-11,-0.013402,SRE,0.0
2015-12-10,-0.01312,SRE,0.0
2015-12-08,-0.010316,SRE,0.0
2015-12-07,-0.027337,SRE,0.0
2015-12-04,0.007323,SRE,1.0
2015-12-03,-0.014434,SRE,0.0
2015-12-02,-0.01679,SRE,0.0
2015-12-01,0.008365,SRE,1.0
2015-11-25,-0.010969,SRE,0.0
2015-11-24,-0.007915,SRE,0.0
2015-11-23,-0.010668,SRE,0.0
2015-11-19,0.005539,SRE,1.0
2015-11-18,0.009889,SRE,1.0
2015-11-17,-0.0135,SRE,0.0
2015-11-16,0.026502,SRE,1.0
2015-11-13,-0.006432,SRE,0.0
2015-11-12,-0.019511,SRE,0.0
2015-11-10,0.009467,SRE,1.0
2015-11-09,-0.005648,SRE,0.0
2015-11-06,-0.030734,SRE,0.0
2015-11-05,-0.013268,SRE,0.0
2015-11-04,0.010244,SRE,1.0
2015-11-03,0.020119,SRE,1.0
2015-10-30,0.010957,SRE,1.0
2015-10-23,-0.010145,SRE,0.0
2015-10-22,0.013546,SRE,1.0
2015-10-16,0.008937,SRE,1.0
2015-10-15,0.013281,SRE,1.0
2015-10-14,-0.01134,SRE,0.0
2015-10-12,0.006117,SRE,1.0
2015-10-08,0.019123,SRE,1.0
2015-10-06,-0.007015,SRE,0.0
2015-10-05,0.017377,SRE,1.0
2015-09-30,0.023925,SRE,1.0
2015-09-25,0.01294,SRE,1.0
2015-09-24,0.006839,SRE,1.0
2015-09-21,0.006816,SRE,1.0
2015-09-18,-0.00538,SRE,0.0
2015-09-17,0.016073,SRE,1.0
2015-09-16,0.006714,SRE,1.0
2015-09-15,0.005979,SRE,1.0
2015-09-10,-0.015195,SRE,0.0
2015-09-09,-0.015815,SRE,0.0
2015-09-04,-0.008031,SRE,0.0
2015-09-03,0.015109,SRE,1.0
2015-09-01,-0.027728,SRE,0.0
2015-08-31,-0.025781,SRE,0.0
2015-08-27,0.009388,SRE,1.0
2015-08-25,-0.021774,SRE,0.0
2015-08-24,-0.031581,SRE,0.0
2015-08-21,-0.022435,SRE,0.0
2015-08-20,-0.00572,SRE,0.0
2015-08-19,-0.006629,SRE,0.0
2015-08-18,-0.007332,SRE,0.0
2015-08-14,0.009992,SRE,1.0
2015-08-12,0.024113,SRE,1.0
2015-08-07,0.015962,SRE,1.0
2015-08-05,0.007303,SRE,1.0
2015-08-04,-0.027153,SRE,0.0
2015-08-03,0.00953,SRE,1.0
2015-07-31,0.009122,SRE,1.0
2015-07-27,0.007328,SRE,1.0
2015-07-23,-0.01248,SRE,0.0
2015-07-21,-0.013037,SRE,0.0
2015-07-17,-0.014437,SRE,0.0
2015-07-16,0.013263,SRE,1.0
2015-07-13,0.006429,SRE,1.0
2015-07-10,0.009688,SRE,1.0
2015-07-09,-0.012914,SRE,0.0
2015-07-07,0.012912,SRE,1.0
2015-07-02,0.015581,SRE,1.0
2015-06-25,-0.008874,SRE,0.0
2015-06-24,-0.015116,SRE,0.0
2015-06-23,-0.012329,SRE,0.0
2015-06-19,-0.006782,SRE,0.0
2015-06-17,0.015272,SRE,1.0
2015-06-12,-0.011342,SRE,0.0
2015-06-11,0.006871,SRE,1.0
2015-06-08,-0.007991,SRE,0.0
2015-06-03,-0.014487,SRE,0.0
2015-06-02,-0.01199,SRE,0.0
2015-05-15,0.013467,SRE,1.0
2015-05-14,0.011318,SRE,1.0
2015-05-13,-0.010628,SRE,0.0
2015-05-11,-0.008218,SRE,0.0
2015-05-08,0.019944,SRE,1.0
2015-05-07,0.005522,SRE,1.0
2015-05-06,-0.010639,SRE,0.0
2015-05-05,-0.032279,SRE,0.0
2015-05-04,0.009457,SRE,1.0
2015-05-01,0.005934,SRE,1.0
2015-04-30,-0.013656,SRE,0.0
2015-04-29,-0.012296,SRE,0.0
2015-04-27,-0.009862,SRE,0.0
2015-04-24,0.008751,SRE,1.0
2015-04-23,0.007331,SRE,1.0
2015-04-21,-0.009681,SRE,0.0
2015-04-20,0.016781,SRE,1.0
2015-04-17,-0.008643,SRE,0.0
2015-04-16,-0.008843,SRE,0.0
2015-04-09,-0.006537,SRE,0.0
2015-04-08,-0.010928,SRE,0.0
2015-04-07,-0.005975,SRE,0.0
2015-04-01,0.007705,SRE,1.0
2015-03-31,-0.005927,SRE,0.0
2015-03-30,0.010783,SRE,1.0
2015-03-27,0.01241,SRE,1.0
2015-03-26,-0.020831,SRE,0.0
2015-03-25,-0.007526,SRE,0.0
2015-03-20,0.010119,SRE,1.0
2015-03-19,-0.014513,SRE,0.0
2015-03-18,0.027915,SRE,1.0
2015-03-16,0.022189,SRE,1.0
2015-03-13,-0.019633,SRE,0.0
2015-03-12,0.022044,SRE,1.0
2015-03-11,-0.006086,SRE,0.0
2015-03-10,-0.011111,SRE,0.0
2015-03-09,0.009346,SRE,1.0
2015-03-06,-0.016634,SRE,0.0
2015-03-05,0.00834,SRE,1.0
2015-03-04,-0.006994,SRE,0.0
2015-03-03,0.014375,SRE,1.0
2015-03-02,-0.009889,SRE,0.0
2015-02-25,-0.014782,SRE,0.0
2015-02-23,0.005548,SRE,1.0
2015-02-20,0.006777,SRE,1.0
2015-02-18,0.032468,SRE,1.0
2015-02-17,0.006631,SRE,1.0
2015-02-13,-0.010406,SRE,0.0
2015-02-11,-0.029534,SRE,0.0
2015-02-10,0.023174,SRE,1.0
2015-02-06,-0.045935,SRE,0.0
2015-02-05,0.012407,SRE,1.0
2015-02-04,-0.01564,SRE,0.0
2015-02-03,0.005566,SRE,1.0
2015-02-02,0.011258,SRE,1.0
2015-01-30,-0.026275,SRE,0.0
2015-01-29,0.014117,SRE,1.0
2015-01-28,-0.010477,SRE,0.0
2015-01-21,0.007302,SRE,1.0
2015-01-20,0.006375,SRE,1.0
2015-01-16,0.007223,SRE,1.0
2015-01-15,0.006101,SRE,1.0
2015-01-14,0.005866,SRE,1.0
2015-01-13,0.005992,SRE,1.0
2015-01-12,-0.005418,SRE,0.0
2015-01-09,-0.009037,SRE,0.0
2015-01-08,0.008937,SRE,1.0
2015-01-07,0.016145,SRE,1.0
2015-01-06,-0.00936,SRE,0.0
2015-01-05,-0.018289,SRE,0.0
2015-01-02,0.006555,SRE,1.0
2014-12-31,-0.017296,SRE,0.0
2014-12-30,-0.021839,SRE,0.0
2014-12-29,0.008619,SRE,1.0
2014-12-26,0.024712,SRE,1.0
2014-12-24,0.015952,SRE,1.0
2014-12-18,0.035216,SRE,1.0
2014-12-17,0.015394,SRE,1.0
2014-12-16,-0.008293,SRE,0.0
2014-12-15,-0.018225,SRE,0.0
2014-12-12,-0.012245,SRE,0.0
2014-12-11,0.010154,SRE,1.0
2014-12-10,-0.013478,SRE,0.0
2014-12-08,-0.005901,SRE,0.0
2014-12-05,-0.008551,SRE,0.0
2014-12-02,0.013087,SRE,1.0
2014-12-01,-0.022017,SRE,0.0
2014-11-25,0.009078,SRE,1.0
2014-11-17,0.012055,SRE,1.0
2014-11-14,-0.007671,SRE,0.0
2014-11-13,-0.010303,SRE,0.0
2014-11-12,-0.016357,SRE,0.0
2014-11-06,-0.005289,SRE,0.0
2014-11-05,0.022904,SRE,1.0
2014-11-03,0.007636,SRE,1.0
2014-10-30,0.018247,SRE,1.0
2014-10-28,0.011878,SRE,1.0
2014-10-24,0.011441,SRE,1.0
2014-10-23,0.007558,SRE,1.0
2014-10-21,0.011663,SRE,1.0
2014-10-20,0.011997,SRE,1.0
2014-10-17,0.017223,SRE,1.0
2014-10-16,0.013667,SRE,1.0
2014-10-15,-0.017255,SRE,0.0
2014-10-14,-0.006526,SRE,0.0
2014-10-13,-0.028666,SRE,0.0
2014-10-09,-0.021566,SRE,0.0
2014-10-08,0.015795,SRE,1.0
2014-10-07,-0.005703,SRE,0.0
2014-10-03,0.018019,SRE,1.0
2014-09-29,0.010312,SRE,1.0
2014-09-25,-0.009212,SRE,0.0
2014-09-22,-0.006415,SRE,0.0
2014-09-19,0.006361,SRE,1.0
2014-09-16,0.007957,SRE,1.0
2014-09-15,0.006756,SRE,1.0
2014-09-12,-0.022363,SRE,0.0
2014-09-11,0.010488,SRE,1.0
2014-09-10,-0.007852,SRE,0.0
2014-09-09,-0.013991,SRE,0.0
2014-09-05,0.01178,SRE,1.0
2014-08-29,0.010393,SRE,1.0
2014-08-28,0.009044,SRE,1.0
2014-08-27,0.014346,SRE,1.0
2014-08-26,-0.011194,SRE,0.0
2014-08-22,-0.006153,SRE,0.0
2014-08-19,0.010699,SRE,1.0
2014-08-15,0.006545,SRE,1.0
2014-08-14,0.011062,SRE,1.0
2014-08-08,0.014268,SRE,1.0
2014-08-07,0.023342,SRE,1.0
2014-08-06,-0.005624,SRE,0.0
2014-08-05,-0.018072,SRE,0.0
2014-07-31,-0.016763,SRE,0.0
2014-07-30,-0.014959,SRE,0.0
2014-07-28,0.015265,SRE,1.0
2014-07-25,-0.00529,SRE,0.0
2014-07-18,0.009056,SRE,1.0
2014-07-17,-0.00626,SRE,0.0
2014-07-15,0.006525,SRE,1.0
2014-07-14,-0.010661,SRE,0.0
2014-07-07,0.007247,SRE,1.0
2014-07-03,-0.014094,SRE,0.0
2014-07-02,-0.01285,SRE,0.0
2014-07-01,-0.011556,SRE,0.0
2014-06-30,0.006537,SRE,1.0
2014-06-20,-0.006593,SRE,0.0
2014-06-18,0.026822,SRE,1.0
2014-06-13,0.013938,SRE,1.0
2014-06-11,-0.009584,SRE,0.0
2014-06-10,-0.008316,SRE,0.0
2014-06-05,0.008579,SRE,1.0
2014-05-28,0.006562,SRE,1.0
2014-05-23,0.006498,SRE,1.0
2014-05-21,0.010189,SRE,1.0
2014-05-19,-0.011405,SRE,0.0
2014-05-15,-0.0066,SRE,0.0
2014-05-14,0.008189,SRE,1.0
2014-05-09,-0.012848,SRE,0.0
2014-05-08,-0.007768,SRE,0.0
2014-05-07,0.01681,SRE,1.0
2014-05-02,-0.006382,SRE,0.0
2014-04-29,-0.007542,SRE,0.0
2014-04-28,0.008007,SRE,1.0
2014-04-25,0.015125,SRE,1.0
2014-04-17,-0.012505,SRE,0.0
2014-04-16,0.015591,SRE,1.0
2014-04-09,0.005609,SRE,1.0
2014-04-08,0.007429,SRE,1.0
2014-04-07,-0.009021,SRE,0.0
2014-03-31,0.010548,SRE,1.0
2014-03-25,0.006598,SRE,1.0
2014-03-19,-0.008192,SRE,0.0
2014-03-13,0.01015,SRE,1.0
2014-03-12,0.006599,SRE,1.0
2014-03-05,-0.013482,SRE,0.0
2014-03-04,0.009141,SRE,1.0
2014-02-27,0.019501,SRE,1.0
2014-02-26,-0.00838,SRE,0.0
2014-02-25,0.005509,SRE,1.0
2014-02-19,-0.008456,SRE,0.0
2014-02-12,-0.011444,SRE,0.0
2014-02-11,0.008848,SRE,1.0
2014-02-07,0.011071,SRE,1.0
2014-02-06,0.008289,SRE,1.0
2014-02-05,-0.00735,SRE,0.0
2014-02-04,-0.008701,SRE,0.0
2014-02-03,-0.008198,SRE,0.0
2014-01-31,0.013224,SRE,1.0
2014-01-30,0.014188,SRE,1.0
2014-01-24,-0.020931,SRE,0.0
2014-01-23,-0.006465,SRE,0.0
2014-01-21,0.010658,SRE,1.0
2014-01-14,0.008915,SRE,1.0
2014-01-13,-0.011639,SRE,0.0
2014-01-10,0.017713,SRE,1.0
2014-01-09,0.006575,SRE,1.0
2014-01-08,-0.008398,SRE,0.0
2014-01-07,0.015029,SRE,1.0
2014-01-02,-0.014706,SRE,0.0
2015-12-30,-0.020405,PTR,0.0
2015-12-29,-0.009588,PTR,0.0
2015-12-28,-0.02824,PTR,0.0
2015-12-24,-0.009372,PTR,0.0
2015-12-23,0.061181,PTR,1.0
2015-12-18,0.011686,PTR,1.0
2015-12-17,-0.026592,PTR,0.0
2015-12-16,0.02035,PTR,1.0
2015-12-15,0.025665,PTR,1.0
2015-12-14,0.012207,PTR,1.0
2015-12-11,-0.034889,PTR,0.0
2015-12-10,-0.013117,PTR,0.0
2015-12-09,-0.01091,PTR,0.0
2015-12-07,-0.042853,PTR,0.0
2015-12-04,-0.016362,PTR,0.0
2015-12-02,-0.010473,PTR,0.0
2015-12-01,0.019099,PTR,1.0
2015-11-30,0.013233,PTR,1.0
2015-11-27,-0.055757,PTR,0.0
2015-11-24,0.026945,PTR,1.0
2015-11-20,0.017076,PTR,1.0
2015-11-19,0.010121,PTR,1.0
2015-11-18,-0.016681,PTR,0.0
2015-11-17,-0.018302,PTR,0.0
2015-11-16,0.015937,PTR,1.0
2015-11-13,-0.030233,PTR,0.0
2015-11-12,0.009719,PTR,1.0
2015-11-11,-0.022612,PTR,0.0
2015-11-10,-0.009148,PTR,0.0
2015-11-09,-0.022041,PTR,0.0
2015-11-06,-0.024289,PTR,0.0
2015-11-05,-0.00691,PTR,0.0
2015-11-03,0.013413,PTR,1.0
2015-10-30,0.015104,PTR,1.0
2015-10-29,-0.021846,PTR,0.0
2015-10-28,0.009819,PTR,1.0
2015-10-27,-0.010473,PTR,0.0
2015-10-26,-0.037995,PTR,0.0
2015-10-23,0.006352,PTR,1.0
2015-10-22,0.020317,PTR,1.0
2015-10-21,-0.022539,PTR,0.0
2015-10-20,-0.009413,PTR,0.0
2015-10-19,-0.013219,PTR,0.0
2015-10-16,0.006472,PTR,1.0
2015-10-15,0.031783,PTR,1.0
2015-10-14,0.019672,PTR,1.0
2015-10-13,-0.020625,PTR,0.0
2015-10-12,0.010988,PTR,1.0
2015-10-09,-0.011479,PTR,0.0
2015-10-08,0.019376,PTR,1.0
2015-10-07,0.052436,PTR,1.0
2015-10-06,0.029304,PTR,1.0
2015-10-05,0.006585,PTR,1.0
2015-10-02,0.036253,PTR,1.0
2015-10-01,0.009182,PTR,1.0
2015-09-30,0.029694,PTR,1.0
2015-09-29,-0.022103,PTR,0.0
2015-09-28,-0.021764,PTR,0.0
2015-09-25,-0.009518,PTR,0.0
2015-09-24,0.005772,PTR,1.0
2015-09-23,-0.032948,PTR,0.0
2015-09-18,-0.027241,PTR,0.0
2015-09-17,-0.015749,PTR,0.0
2015-09-16,0.035166,PTR,1.0
2015-09-15,0.006919,PTR,1.0
2015-09-14,-0.009673,PTR,0.0
2015-09-11,-0.033251,PTR,0.0
2015-09-10,-0.005426,PTR,0.0
2015-09-09,0.011896,PTR,1.0
2015-09-08,0.057477,PTR,1.0
2015-09-04,-0.065154,PTR,0.0
2015-09-01,-0.069428,PTR,0.0
2015-08-31,-0.018793,PTR,0.0
2015-08-28,-0.022391,PTR,0.0
2015-08-27,0.059618,PTR,1.0
2015-08-26,0.03566,PTR,1.0
2015-08-24,-0.046537,PTR,0.0
2015-08-21,-0.038057,PTR,0.0
2015-08-20,-0.040191,PTR,0.0
2015-08-19,-0.027952,PTR,0.0
2015-08-18,-0.009725,PTR,0.0
2015-08-14,-0.011286,PTR,0.0
2015-08-11,-0.011528,PTR,0.0
2015-08-10,0.020753,PTR,1.0
2015-08-07,-0.010794,PTR,0.0
2015-08-05,-0.005059,PTR,0.0
2015-08-04,-0.0067,PTR,0.0
2015-08-03,-0.02917,PTR,0.0
2015-07-31,-0.017181,PTR,0.0
2015-07-30,-0.023508,PTR,0.0
2015-07-29,0.033155,PTR,1.0
2015-07-28,0.042661,PTR,1.0
2015-07-27,-0.047538,PTR,0.0
2015-07-24,-0.014984,PTR,0.0
2015-07-20,-0.013827,PTR,0.0
2015-07-17,-0.006818,PTR,0.0
2015-07-16,0.017391,PTR,1.0
2015-07-15,-0.011015,PTR,0.0
2015-07-14,-0.008906,PTR,0.0
2015-07-10,0.007323,PTR,1.0
2015-07-09,0.02196,PTR,1.0
2015-07-08,-0.048266,PTR,0.0
2015-07-07,-0.018399,PTR,0.0
2015-07-06,-0.017357,PTR,0.0
2015-07-02,0.012725,PTR,1.0
2015-07-01,-0.014259,PTR,0.0
2015-06-30,0.008647,PTR,1.0
2015-06-29,-0.011721,PTR,0.0
2015-06-26,-0.024494,PTR,0.0
2015-06-25,-0.011972,PTR,0.0
2015-06-24,0.016163,PTR,1.0
2015-06-23,0.019038,PTR,1.0
2015-06-22,0.010559,PTR,1.0
2015-06-16,-0.010791,PTR,0.0
2015-06-15,-0.017211,PTR,0.0
2015-06-09,-0.012367,PTR,0.0
2015-06-08,0.0091,PTR,1.0
2015-06-05,-0.011733,PTR,0.0
2015-06-04,-0.009669,PTR,0.0
2015-06-02,0.007491,PTR,1.0
2015-06-01,-0.008524,PTR,0.0
2015-05-29,-0.012007,PTR,0.0
2015-05-28,-0.031886,PTR,0.0
2015-05-26,-0.011381,PTR,0.0
2015-05-22,0.019446,PTR,1.0
2015-05-21,-0.008265,PTR,0.0
2015-05-18,-0.014961,PTR,0.0
2015-05-15,0.030336,PTR,1.0
2015-05-13,-0.008183,PTR,0.0
2015-05-11,-0.029019,PTR,0.0
2015-05-08,0.00761,PTR,1.0
2015-05-07,-0.006289,PTR,0.0
2015-05-06,-0.018133,PTR,0.0
2015-05-05,-0.020443,PTR,0.0
2015-05-04,0.008571,PTR,1.0
2015-04-30,-0.008613,PTR,0.0
2015-04-29,-0.010877,PTR,0.0
2015-04-28,-0.021072,PTR,0.0
2015-04-27,0.03268,PTR,1.0
2015-04-24,-0.009067,PTR,0.0
2015-04-21,0.010726,PTR,1.0
2015-04-20,-0.027321,PTR,0.0
2015-04-17,-0.023026,PTR,0.0
2015-04-16,0.041072,PTR,1.0
2015-04-15,0.020489,PTR,1.0
2015-04-13,-0.014967,PTR,0.0
2015-04-10,-0.006709,PTR,0.0
2015-04-09,0.067725,PTR,1.0
2015-04-08,0.061431,PTR,1.0
2015-04-06,0.02401,PTR,1.0
2015-04-01,0.013938,PTR,1.0
2015-03-30,0.042679,PTR,1.0
2015-03-25,0.011157,PTR,1.0
2015-03-24,-0.019265,PTR,0.0
2015-03-23,-0.01809,PTR,0.0
2015-03-20,0.008053,PTR,1.0
2015-03-18,0.031202,PTR,1.0
2015-03-17,0.013303,PTR,1.0
2015-03-16,-0.017334,PTR,0.0
2015-03-10,-0.016744,PTR,0.0
2015-03-09,0.007498,PTR,1.0
2015-03-06,-0.023073,PTR,0.0
2015-03-05,-0.014438,PTR,0.0
